22:04:09:04:28:38.6,Lunatic Woopir - f60d,Striker - 1f4b,우피르_곤봉던지기,755,0,0,0
22:04:09:04:33:53.9,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,8442,0,0,0
22:04:09:04:33:53.9,Sharpshooter,Frenzied Cicerra - 05ea,Atomic Arrow,7029,0,0,0
22:04:09:04:33:53.9,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,34180,1,0,0
22:04:09:04:33:53.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,23377,0,0,0
22:04:09:04:33:53.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,40988,0,0,0
22:04:09:04:33:53.9,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,17138,0,0,0
22:04:09:04:33:53.9,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,33964,0,0,0
22:04:09:04:33:53.9,Frenzied Cicerra - 05ea,Striker - 551b,엔드_키케라_돌진,12724,0,0,0
22:04:09:04:33:53.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,119638,1,0,0
22:04:09:04:33:54.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,118133,1,0,0
22:04:09:04:33:54.9,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,13241,0,1,0
22:04:09:04:33:54.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,121501,1,0,0
22:04:09:04:33:54.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,62169,0,0,0
22:04:09:04:33:54.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,43578,0,0,0
22:04:09:04:33:54.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,62490,0,0,0
22:04:09:04:33:56.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,43323,0,0,0
22:04:09:04:33:57.0,Sharpshooter,Frenzied Cicerra - 05ea,Atomic Arrow,179590,1,0,0
22:04:09:04:33:57.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,43835,0,0,0
22:04:09:04:33:57.0,Striker - 551b,Frenzied Cicerra - 05ea,Lightning Whisper,118266,0,0,0
22:04:09:04:33:58.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,46088,0,0,0
22:04:09:04:33:58.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,203624,1,0,0
22:04:09:04:33:58.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,198387,1,0,0
22:04:09:04:33:59.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,45540,0,0,0
22:04:09:04:33:59.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,231069,1,0,0
22:04:09:04:33:59.1,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Lightning Tiger Strike,747993,0,0,0
22:04:09:04:34:00.2,Sharpshooter,Frenzied Cicerra - 05ea,Snipe,2223343,1,0,0
22:04:09:04:34:00.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,765240,1,0,0
22:04:09:04:34:00.2,Bard - 191c,Frenzied Cicerra - 05ea,Heavenly Tune,42095,0,0,0
22:04:09:04:34:01.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Esoteric Reaction,1705704,1,0,0
22:04:09:04:34:03.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,167023,1,0,0
22:04:09:04:34:03.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,168427,1,0,0
22:04:09:04:34:03.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,167796,1,0,0
22:04:09:04:34:03.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,169622,1,0,0
22:04:09:04:34:03.4,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,18567,0,1,0
22:04:09:04:34:04.4,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,26127,0,1,0
22:04:09:04:34:04.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Seraphic Hail,200067,1,0,0
22:04:09:04:34:05.4,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,13368,0,1,0
22:04:09:04:34:05.4,Bard - 191c,Frenzied Cicerra - 05ea,Wind of Music,14280,0,1,0
22:04:09:04:34:05.4,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,13409,0,1,0
22:04:09:04:34:05.5,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,25324,0,1,0
22:04:09:04:34:05.5,Bard - 191c,Frenzied Cicerra - 05ea,Wind of Music,42737,1,1,0
22:04:09:04:34:05.5,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,50438,1,1,0
22:04:09:04:34:05.5,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,49814,0,1,0
22:04:09:04:34:05.5,Sorceress - c17b,Frenzied Cicerra - 05ea,Punishing Strike,2150768,1,0,0
22:04:09:04:34:06.5,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,123673,1,1,0
22:04:09:04:34:06.5,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,23606,0,1,0
22:04:09:04:34:06.6,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,106587,0,1,0
22:04:09:04:34:07.6,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,158886,0,1,0
22:04:09:04:34:07.6,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,22728,0,1,0
22:04:09:04:34:07.6,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,17552,0,0,0
22:04:09:04:34:07.6,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,244457,0,0,0
22:04:09:04:34:08.6,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,40871,1,0,0
22:04:09:04:34:08.6,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,48873,1,0,0
22:04:09:04:34:08.6,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,15686,0,0,0
22:04:09:04:34:08.6,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,58674,0,0,0
22:04:09:04:34:08.6,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,58822,0,0,0
22:04:09:04:34:08.6,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,25976,0,0,0
22:04:09:04:34:08.6,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,26216,0,0,0
22:04:09:04:34:08.7,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,130314,1,0,0
22:04:09:04:34:08.7,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,65963,0,0,0
22:04:09:04:34:08.7,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,199514,0,0,0
22:04:09:04:34:08.7,Bard - 191c,Frenzied Cicerra - 05ea,Sound Shock,3293,0,0,0
22:04:09:04:34:08.7,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,65138,0,0,0
22:04:09:04:34:08.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,76853,0,0,0
22:04:09:04:34:08.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,144340,1,0,0
22:04:09:04:34:09.7,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,65383,0,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,144433,1,0,0
22:04:09:04:34:09.7,Sharpshooter,Frenzied Cicerra - 05ea,Charged Shot,216027,0,0,0
22:04:09:04:34:09.7,Sharpshooter,Frenzied Cicerra - 05ea,Charged Shot,325246,0,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,144570,1,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,144151,1,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,75003,0,0,0
22:04:09:04:34:09.7,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,43710,0,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,142956,1,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,144592,1,0,0
22:04:09:04:34:09.7,Bard - 191c,Frenzied Cicerra - 05ea,Sonic Vibration,35875,0,0,0
22:04:09:04:34:09.7,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17890,0,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,75827,0,0,0
22:04:09:04:34:09.7,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,76521,0,0,0
22:04:09:04:34:10.8,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,53706,0,0,0
22:04:09:04:34:10.8,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,38799,0,0,0
22:04:09:04:34:10.8,Bard - 191c,Frenzied Cicerra - 05ea,Sonic Vibration,105232,0,0,0
22:04:09:04:34:10.8,Bard - 191c,Frenzied Cicerra - 05ea,Sonic Vibration,16775,0,0,0
22:04:09:04:34:10.8,Sharpshooter,Frenzied Cicerra - 05ea,Atomic Arrow,8273,0,0,0
22:04:09:04:34:11.8,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,22762,0,0,0
22:04:09:04:34:11.8,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,81777,0,1,0
22:04:09:04:34:11.8,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,85352,0,1,0
22:04:09:04:34:11.8,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Tiger Emerges,41677,0,0,0
22:04:09:04:34:11.9,Sharpshooter,Frenzied Cicerra - 05ea,Moving Slash,30963,0,0,0
22:04:09:04:34:11.9,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,56676,0,0,0
22:04:09:04:34:11.9,Bard - 191c,Frenzied Cicerra - 05ea,Soundholic,199203,1,0,0
22:04:09:04:34:11.9,Bard - 191c,Frenzied Cicerra - 05ea,Sonic Vibration,16273,0,0,0
22:04:09:04:34:11.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Tiger Emerges,653702,1,0,0
22:04:09:04:34:11.9,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,91866,0,0,0
22:04:09:04:34:11.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Tiger Emerges,663411,1,0,0
22:04:09:04:34:12.9,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,54276,0,0,0
22:04:09:04:34:12.9,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,21221,0,0,1
22:04:09:04:34:12.9,Bard - 191c,Frenzied Cicerra - 05ea,Sonic Vibration,16315,0,0,0
22:04:09:04:34:12.9,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,119431,1,0,0
22:04:09:04:34:12.9,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,22950,0,0,0
22:04:09:04:34:12.9,Striker - 551b,Frenzied Cicerra - 05ea,Sky Shattering Blow,29693,0,0,1
22:04:09:04:34:14.0,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,58612,0,0,0
22:04:09:04:34:14.0,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,54336,0,0,0
22:04:09:04:34:14.0,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,40921,0,0,0
22:04:09:04:34:14.0,Bard - 191c,Frenzied Cicerra - 05ea,Sonic Vibration,16105,0,0,0
22:04:09:04:34:14.0,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,59384,0,0,0
22:04:09:04:34:14.0,Striker - 551b,Frenzied Cicerra - 05ea,Lightning Whisper,333808,1,0,0
22:04:09:04:34:14.0,Sharpshooter,Frenzied Cicerra - 05ea,Atomic Arrow,270062,1,0,0
22:04:09:04:34:14.0,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,123834,1,0,0
22:04:09:04:34:15.0,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,24055,0,0,0
22:04:09:04:34:15.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Reverse Gravity,330618,1,0,0
22:04:09:04:34:15.0,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,192515,1,1,0
22:04:09:04:34:15.1,Sharpshooter,Frenzied Cicerra - 05ea,Blade Storm,168503,1,1,0
22:04:09:04:34:15.1,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,35869,0,0,0
22:04:09:04:34:15.1,Striker - 551b,Frenzied Cicerra - 05ea,Ultimate Skill: Nova Blast,860920,0,0,0
22:04:09:04:34:16.1,Bard - 191c,Frenzied Cicerra - 05ea,Wind of Music,10652,0,0,0
22:04:09:04:34:16.1,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,48129,1,1,0
22:04:09:04:34:16.1,Bard - 191c,Frenzied Cicerra - 05ea,Wind of Music,16341,0,0,0
22:04:09:04:34:16.1,Striker - 551b,Frenzied Cicerra - 05ea,Ultimate Skill: Nova Blast,430269,0,0,0
22:04:09:04:34:16.1,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,46998,1,1,0
22:04:09:04:34:16.1,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17257,0,0,0
22:04:09:04:34:16.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Reverse Gravity,671105,1,0,0
22:04:09:04:34:16.2,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,10518,0,0,0
22:04:09:04:34:16.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,344630,1,0,0
22:04:09:04:34:17.2,Striker - 551b,Frenzied Cicerra - 05ea,Ultimate Skill: Nova Blast,711785,1,0,0
22:04:09:04:34:17.2,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,72186,0,0,0
22:04:09:04:34:17.2,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,8861,0,0,0
22:04:09:04:34:17.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,49512,0,0,0
22:04:09:04:34:17.2,Striker - 551b,Frenzied Cicerra - 05ea,Ultimate Skill: Nova Blast,986731,0,0,0
22:04:09:04:34:17.2,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,42744,1,0,0
22:04:09:04:34:17.2,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,87278,1,0,0
22:04:09:04:34:18.3,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,8845,0,0,0
22:04:09:04:34:18.3,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,73729,0,0,0
22:04:09:04:34:18.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,51263,0,0,0
22:04:09:04:34:18.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,46746,0,0,0
22:04:09:04:34:19.3,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17584,0,0,0
22:04:09:04:34:19.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,33098,0,0,0
22:04:09:04:34:19.3,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,8851,0,0,0
22:04:09:04:34:19.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,49779,0,0,0
22:04:09:04:34:19.3,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,88212,1,0,0
22:04:09:04:34:19.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,35228,0,0,0
22:04:09:04:34:19.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,74925,1,0,0
22:04:09:04:34:19.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,75036,1,0,0
22:04:09:04:34:19.3,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,31616,0,0,0
22:04:09:04:34:19.3,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,39448,0,0,0
22:04:09:04:34:20.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Esoteric Reaction,1319430,1,0,0
22:04:09:04:34:20.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,82279,1,0,0
22:04:09:04:34:20.4,Sharpshooter,Frenzied Cicerra - 05ea,Deadly Slash,9023,0,0,0
22:04:09:04:34:20.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,27253,0,0,0
22:04:09:04:34:20.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,43771,0,0,0
22:04:09:04:34:20.4,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,88404,1,0,0
22:04:09:04:34:20.4,23CB4C6A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17475,0,0,0
22:04:09:04:34:20.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,92051,1,0,0
22:04:09:04:34:20.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,47776,0,0,0
22:04:09:04:34:20.4,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,96712,1,0,0
22:04:09:04:34:21.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,50583,0,0,0
22:04:09:04:34:21.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49525,0,0,0
22:04:09:04:34:21.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,72812,0,0,0
22:04:09:04:34:21.5,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,27135,0,0,0
22:04:09:04:34:21.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49421,0,0,0
22:04:09:04:34:21.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,50321,0,0,0
22:04:09:04:34:21.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49864,0,0,0
22:04:09:04:34:21.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,49814,0,0,0
22:04:09:04:34:21.5,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Call the Wind God,50215,0,0,0
22:04:09:04:34:22.5,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,30966,0,0,0
22:04:09:04:34:22.5,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,26449,0,0,0
22:04:09:04:34:23.6,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,26304,0,0,0
22:04:09:04:34:23.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,44013,0,0,0
22:04:09:04:34:24.6,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,26603,0,0,0
22:04:09:04:34:24.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,44170,0,0,0
22:04:09:04:34:24.6,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,101411,1,1,0
22:04:09:04:34:25.6,Bard - 191c,Frenzied Cicerra - 05ea,Prelude of Storm,40124,1,1,0
22:04:09:04:34:25.6,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,26739,0,0,0
22:04:09:04:34:25.6,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,42375,0,0,0
22:04:09:04:34:27.7,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,8515,0,0,0
22:04:09:04:34:27.7,Sharpshooter,Frenzied Cicerra - 05ea,Sharp Shooter,177051,1,0,0
22:04:09:04:34:27.7,Sharpshooter,Frenzied Cicerra - 05ea,Sharp Shooter,178707,1,0,0
22:04:09:04:34:27.7,Sharpshooter,Frenzied Cicerra - 05ea,Sharp Shooter,172873,1,0,0
22:04:09:04:34:27.7,Sharpshooter,Frenzied Cicerra - 05ea,Sharp Shooter,174708,1,0,0
22:04:09:04:34:27.7,Sharpshooter,Frenzied Cicerra - 05ea,Sharp Shooter,176746,1,0,0
22:04:09:04:34:27.7,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,8553,0,0,0
22:04:09:04:34:27.7,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,16964,0,0,0
22:04:09:04:34:28.7,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,16843,0,0,0
22:04:09:04:34:28.7,Striker - 551b,Frenzied Cicerra - 05ea,Storm Dragon Awakening,33634,0,0,0
22:04:09:04:34:28.8,23CCAE8A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,14674,0,0,0
22:04:09:04:34:28.8,Sharpshooter,Frenzied Cicerra - 05ea,Arrow Wave,139141,0,0,0
22:04:09:04:34:29.8,Sharpshooter,Frenzied Cicerra - 05ea,Arrow Wave,277932,1,0,0
22:04:09:04:34:29.8,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,28633,0,0,0
22:04:09:04:34:29.8,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,46842,0,0,0
22:04:09:04:34:29.8,Sharpshooter,Frenzied Cicerra - 05ea,Arrow Wave,136099,0,0,0
22:04:09:04:34:29.8,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,15864,0,0,0
22:04:09:04:34:29.8,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,24510,1,0,0
22:04:09:04:34:29.8,23CCAE8A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,16062,0,0,0
22:04:09:04:34:30.8,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,41830,0,0,0
22:04:09:04:34:30.8,Striker - 551b,Frenzied Cicerra - 05ea,Moon Flash Kick,183983,0,0,0
22:04:09:04:34:30.8,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,24866,0,0,0
22:04:09:04:34:30.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,84509,1,0,0
22:04:09:04:34:30.9,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,30530,0,0,0
22:04:09:04:34:30.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,48032,0,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,69503,0,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,69521,0,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,129712,1,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,129619,1,0,0
22:04:09:04:34:31.9,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,49676,0,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,133591,1,0,0
22:04:09:04:34:31.9,23CCAE8A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,17120,0,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,129973,1,0,0
22:04:09:04:34:31.9,Sharpshooter,Frenzied Cicerra - 05ea,Charged Shot,200273,0,0,0
22:04:09:04:34:31.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,88582,0,1,0
22:04:09:04:34:31.9,Sharpshooter,Frenzied Cicerra - 05ea,Charged Shot,296312,0,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,131437,1,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,84361,1,0,0
22:04:09:04:34:31.9,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,133226,1,0,0
22:04:09:04:34:31.9,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,268423,1,1,0
22:04:09:04:34:33.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,129602,1,0,0
22:04:09:04:34:33.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Rime Arrow,132893,1,0,0
22:04:09:04:34:33.0,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,30281,0,0,0
22:04:09:04:34:33.0,Sharpshooter,Frenzied Cicerra - 05ea,Bleed,49694,0,0,0
22:04:09:04:34:33.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,25503,0,0,0
22:04:09:04:34:33.0,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,28788,0,0,0
22:04:09:04:34:33.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,205591,1,0,0
22:04:09:04:34:33.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,220319,0,1,0
22:04:09:04:34:33.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Frost's Call,65809,0,0,0
22:04:09:04:34:33.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Blaze,44057,0,0,0
22:04:09:04:34:34.0,Frenzied Cicerra - 05ea,Sharpshooter,엔드_키케라_쇠구슬 내려치기v2,16404,0,0,0
22:04:09:04:34:34.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,65720,0,1,0
22:04:09:04:34:34.0,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,29060,0,0,0
22:04:09:04:34:34.0,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,24909,0,0,0
22:04:09:04:34:34.0,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,53068,0,0,0
22:04:09:04:34:34.0,23CCAE8A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,16486,0,0,0
22:04:09:04:34:34.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,66727,0,1,0
22:04:09:04:34:34.0,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,132870,1,1,0
22:04:09:04:34:34.1,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,65442,0,1,0
22:04:09:04:34:34.1,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,66400,0,1,0
22:04:09:04:34:34.1,Striker - 551b,Frenzied Cicerra - 05ea,Esoteric Skill: Blast Formation,133890,1,1,0
22:04:09:04:34:35.1,Bard - 191c,Frenzied Cicerra - 05ea,Bleed,68604,0,0,0
22:04:09:04:34:35.1,Sorceress - c17b,Frenzied Cicerra - 05ea,Bleed,25229,0,0,0
22:04:09:04:34:35.1,Striker - 551b,Frenzied Cicerra - 05ea,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,39750,0,0,0
22:04:09:04:34:35.1,23CCAE8A,Frenzied Cicerra - 05ea,에고 하프 기본 공격,38698,1,0,0
